utt,ch1,ch2,ch3,ch4,ch5,ch6
M06_445C020G_STR,0.966,0.685,0.966,0.995,0.995,0.992
M06_445C020Q_STR,0.952,0.795,0.952,0.895,0.825,0.895
M06_445C020S_STR,0.968,0.906,0.968,0.997,0.997,0.989
M06_445C020T_STR,0.985,0.811,0.985,0.990,0.990,0.989
M06_445C020W_STR,0.967,0.781,0.967,0.986,0.993,0.993
M06_445C0216_STR,0.865,0.589,0.741,0.932,0.932,0.929
M06_446C020F_STR,0.924,0.761,0.924,0.882,0.861,0.882
M06_446C020G_STR,0.965,0.823,0.965,0.989,0.989,0.984
M06_446C020H_STR,0.827,0.723,0.598,0.982,0.971,0.982
M06_446C020Y_STR,0.945,0.945,0.100,0.978,0.978,0.975
M06_446C0211_STR,0.982,0.786,0.982,0.991,0.991,0.987
M06_446C0212_STR,0.943,0.933,0.000,0.985,0.985,0.976
M06_446C0214_STR,0.951,0.800,0.000,0.972,0.973,0.973
M06_447C0203_STR,0.945,0.827,0.945,0.974,0.974,0.974
M06_447C020A_STR,0.943,0.890,0.320,0.991,0.991,0.986
M06_447C020B_STR,0.938,0.900,0.000,0.969,0.980,0.980
M06_447C020D_STR,0.909,0.608,0.909,0.993,0.993,0.986
M06_447C020F_STR,0.946,0.893,0.000,0.985,0.986,0.986
M06_447C020L_STR,0.913,0.661,0.913,0.870,0.963,0.963
M06_447C020R_STR,0.963,0.933,0.000,0.983,0.984,0.984
M06_447C020V_STR,0.966,0.820,0.000,0.980,0.985,0.985
M06_447C0215_STR,0.966,0.919,0.966,0.913,0.993,0.993
M01_01YO0316_BTH,0.999,0.977,0.999,0.999,0.999,0.996
M01_20EC010I_BTH,0.993,0.971,0.993,0.997,0.997,0.994
M01_40LO030S_BTH,0.987,0.980,0.995,0.997,0.997,0.996
M01_017O030Q_BTH,0.993,0.937,0.993,0.996,0.996,0.988
M01_405C0214_BTH,0.990,0.940,0.990,0.996,0.996,0.994
M01_40LO031F_BTH,0.992,0.955,0.992,0.997,0.997,0.988
M01_011O030G_BTH,0.996,0.939,0.996,0.998,0.998,0.997
M01_01MO0309_BTH,0.998,0.959,0.998,0.998,0.998,0.995
M01_027C0209_BTH,0.974,0.953,0.987,0.992,0.994,0.994
M01_40PC020I_BTH,0.987,0.966,0.994,0.996,0.996,0.994
M01_404O0307_BTH,0.986,0.969,0.991,0.996,0.997,0.997
M01_40EO030M_BTH,0.986,0.973,0.985,0.993,0.993,0.993
M01_015O030R_BTH,0.974,0.982,0.979,0.993,0.993,0.992
M01_404C021B_BTH,0.989,0.964,0.995,0.994,0.995,0.995
M01_01DO030O_BTH,0.995,0.923,0.995,0.997,0.997,0.990
M01_01BC020W_BTH,0.999,0.940,0.999,0.999,0.999,0.997
M01_20HO010O_BTH,0.998,0.932,0.998,0.999,0.999,0.998
M01_209C0101_BTH,0.997,0.937,0.997,0.999,0.999,0.996
M01_403C021B_BTH,0.995,0.968,0.995,0.996,0.996,0.993
M01_20CC010B_BTH,0.988,0.978,0.989,0.992,0.992,0.989
M01_409O030O_BTH,0.996,0.951,0.996,0.997,0.998,0.998
M01_40FO030Z_BTH,0.978,0.893,0.992,0.995,0.995,0.992
M01_40AO0301_BTH,0.992,0.993,0.996,0.996,0.996,0.996
M01_404O030Z_BTH,0.992,0.969,0.990,0.992,0.992,0.990
M01_405O0311_BTH,0.994,0.951,0.994,0.996,0.996,0.993
M01_026C020S_BTH,0.996,0.974,0.996,0.997,0.997,0.996
M01_209O010E_BTH,0.993,0.943,0.993,0.998,0.998,0.995
M01_407C021B_BTH,0.991,0.936,0.991,0.996,0.996,0.996
M01_20BC010B_BTH,0.990,0.929,0.990,0.997,0.997,0.991
M01_404O0312_BTH,0.994,0.964,0.994,0.994,0.994,0.990
M01_40NC0214_BTH,0.996,0.968,0.996,0.996,0.995,0.996
M01_40NO0315_BTH,0.995,0.975,0.995,0.997,0.997,0.996
M01_407O030L_BTH,0.995,0.911,0.995,0.998,0.998,0.997
M01_40MC020F_BTH,0.991,0.961,0.991,0.997,0.997,0.994
M01_20FO0108_BTH,0.996,0.935,0.996,0.998,0.998,0.993
M01_020O031E_BTH,0.980,0.970,0.988,0.995,0.995,0.993
M01_01LO031A_BTH,0.990,0.962,0.990,0.992,0.992,0.992
M01_016C020G_BTH,0.981,0.981,0.983,0.995,0.995,0.995
M01_20PO0103_BTH,0.995,0.984,0.995,0.998,0.998,0.993
M01_016O030L_BTH,0.997,0.951,0.997,0.997,0.997,0.995
M01_40AC0214_BTH,0.998,0.978,0.998,0.995,0.995,0.995
M01_019O030M_BTH,0.998,0.983,0.998,0.996,0.995,0.996
M01_01FC0219_BTH,0.957,0.979,0.985,0.993,0.995,0.995
M01_013O0312_BTH,0.997,0.960,0.997,0.998,0.998,0.991
M01_01YC021F_BTH,0.990,0.930,0.996,0.997,0.997,0.996
M01_01KC020K_BTH,0.979,0.959,0.986,0.994,0.994,0.994
M01_029O030Y_BTH,0.984,0.975,0.990,0.995,0.995,0.990
M01_40CO030U_BTH,0.998,0.932,0.998,0.997,0.997,0.997
M01_20QO010B_BTH,0.995,0.976,0.995,0.996,0.994,0.996
M01_40BC0211_BTH,0.996,0.946,0.996,0.999,0.999,0.997
M01_020C021F_BTH,0.986,0.984,0.986,0.997,0.997,0.990
M01_01LO0309_BTH,0.987,0.965,0.987,0.996,0.996,0.995
M01_01ZO0316_BTH,0.986,0.955,0.993,0.995,0.995,0.994
M01_029C0209_BTH,0.992,0.976,0.992,0.997,0.997,0.994
M01_40HO030P_BTH,0.993,0.928,0.993,0.996,0.996,0.991
M01_404O030I_BTH,0.993,0.948,0.993,0.997,0.997,0.997
M01_013O0314_BTH,0.998,0.966,0.998,0.999,0.999,0.998
M01_40HO0311_BTH,0.996,0.980,0.996,0.995,0.995,0.991
M01_01KO030G_BTH,0.993,0.946,0.993,0.995,0.995,0.993
M01_404C021E_BTH,0.984,0.962,0.990,0.995,0.995,0.992
M01_011O0318_BTH,0.997,0.967,0.997,0.996,0.996,0.992
M01_20LC010P_BTH,0.974,0.978,0.991,0.994,0.994,0.992
M01_011O030B_BTH,0.996,0.964,0.996,0.998,0.999,0.999
M01_40JC020B_BTH,0.985,0.971,0.987,0.996,0.996,0.992
M01_020C0204_BTH,0.985,0.982,0.985,0.993,0.997,0.997
M01_024O030I_BTH,0.980,0.962,0.990,0.993,0.993,0.993
M01_01BO0311_BTH,0.981,0.970,0.996,0.996,0.996,0.996
M01_401C0203_BTH,0.995,0.973,0.995,0.995,0.995,0.992
M01_01KO0311_BTH,0.984,0.956,0.993,0.996,0.996,0.994
M01_405C020Z_BTH,0.997,0.996,0.994,0.997,0.996,0.996
M01_40NC020S_BTH,0.993,0.987,0.993,0.996,0.996,0.990
M01_028O0310_BTH,0.998,0.937,0.998,0.999,0.999,0.999
M01_40CO031D_BTH,0.996,0.986,0.996,0.997,0.997,0.994
M01_20BC0106_BTH,0.997,0.938,0.997,0.997,0.997,0.993
M01_401O0306_BTH,0.998,0.978,0.998,0.999,0.999,0.998
M01_02CC0209_BTH,0.976,0.979,0.993,0.996,0.996,0.995
M01_011C0202_BTH,0.992,0.930,0.992,0.996,0.996,0.994
M01_40PC0214_BTH,0.995,0.971,0.995,0.994,0.994,0.992
M01_01BO031C_BTH,0.993,0.960,0.993,0.998,0.998,0.996
M01_40CO031F_BTH,0.998,0.977,0.998,0.999,0.999,0.997
M01_01FO0304_BTH,0.993,0.965,0.993,0.998,0.998,0.997
M01_01TC020L_BTH,0.975,0.961,0.994,0.993,0.993,0.994
M01_408C020A_BTH,0.994,0.942,0.994,0.996,0.996,0.990
M01_020C021B_BTH,0.994,0.928,0.994,0.997,0.997,0.991
M01_206O010S_BTH,0.983,0.975,0.992,0.995,0.996,0.996
M01_40IC0215_BTH,0.987,0.976,0.987,0.991,0.991,0.991
M01_01JC020E_BTH,0.993,0.964,0.993,0.997,0.997,0.995
M01_028C0203_BTH,0.980,0.958,0.993,0.993,0.995,0.995
M01_206O010I_BTH,0.976,0.975,0.979,0.995,0.996,0.996
M01_027C020A_BTH,0.991,0.955,0.991,0.998,0.998,0.997
M01_01PO030Z_BTH,0.998,0.969,0.998,0.996,0.996,0.986
M01_01FC020K_BTH,0.995,0.986,0.995,0.993,0.993,0.992
M01_20CC010M_BTH,0.999,0.962,0.999,0.998,0.998,0.998
M01_20TO010F_BTH,0.997,0.980,0.997,0.998,0.998,0.998
M01_406C0214_BTH,0.996,0.969,0.996,0.975,0.982,0.984
M01_01RO030O_BTH,0.988,0.987,0.988,0.996,0.996,0.992
M01_404C0204_BTH,0.988,0.962,0.988,0.997,0.997,0.995
M01_405O030B_BTH,0.995,0.925,0.995,0.996,0.996,0.988
M01_405C020Q_BTH,0.983,0.962,0.991,0.995,0.995,0.994
M01_406C021D_BUS,0.932,0.940,0.948,0.964,0.973,0.973
M01_209O010B_BUS,0.965,0.920,0.965,0.991,0.991,0.983
M01_407O0304_BUS,0.943,0.936,0.943,0.954,0.975,0.975
M01_40JO0314_BUS,0.960,0.865,0.969,0.941,0.972,0.972
M01_40FO0307_BUS,0.964,0.944,0.959,0.964,0.971,0.971
M01_015O0306_BUS,0.986,0.986,0.972,0.971,0.668,0.971
M01_20PC010K_BUS,0.977,0.967,0.974,0.977,0.985,0.985
M01_01DC0201_BUS,0.982,0.979,0.987,0.984,0.984,0.987
M01_408O0307_BUS,0.974,0.730,0.974,0.980,0.995,0.995
M01_40CO0313_BUS,0.970,0.848,0.970,0.974,0.979,0.979
M01_01FC0203_BUS,0.958,0.915,0.958,0.986,0.986,0.969
M01_011O0313_BUS,0.983,0.983,0.983,0.978,0.482,0.953
M01_20MC0108_BUS,0.964,0.957,0.960,0.964,0.231,0.960
M01_01MO030H_BUS,0.989,0.981,0.990,0.989,0.381,0.990
M01_20MO010K_BUS,0.964,0.908,0.975,0.975,0.960,0.975
M01_20NO0108_BUS,0.942,0.940,0.942,0.944,0.979,0.979
M01_40NO030G_BUS,0.964,0.924,0.973,0.993,0.993,0.984
M01_409O0310_BUS,0.969,0.846,0.980,0.981,0.981,0.980
M01_01FO0309_BUS,0.950,0.944,0.949,0.950,0.420,0.936
M01_01IC0212_BUS,0.972,0.967,0.967,0.981,0.983,0.983
M01_013C021E_BUS,0.956,0.952,0.947,0.982,0.990,0.990
M01_407O030S_BUS,0.979,0.981,0.981,0.978,0.979,0.979
M01_403O030A_BUS,0.958,0.893,0.958,0.929,0.466,0.929
M01_011O030P_BUS,0.963,0.944,0.961,0.969,0.990,0.990
M01_01MO030F_BUS,0.979,0.875,0.981,0.994,0.994,0.984
M01_02BC020E_BUS,0.980,0.971,0.984,0.982,0.982,0.984
M01_01IO031E_BUS,0.968,0.924,0.968,0.993,0.993,0.972
M01_204O010Q_BUS,0.972,0.898,0.982,0.982,0.982,0.982
M01_40IC020L_BUS,0.987,0.879,0.984,0.994,0.994,0.993
M01_403O030C_BUS,0.966,0.900,0.966,0.980,0.989,0.989
M01_204O010A_BUS,0.964,0.911,0.961,0.995,0.995,0.989
M01_40EC0216_BUS,0.973,0.829,0.973,0.976,0.996,0.996
M01_409C021G_BUS,0.966,0.775,0.966,0.975,0.989,0.989
M01_407O030V_BUS,0.978,0.901,0.976,0.990,0.991,0.991
M01_01QO0305_BUS,0.981,0.973,0.975,0.981,0.986,0.986
M01_40CO0315_BUS,0.982,0.877,0.982,0.988,0.993,0.993
M01_206C010A_BUS,0.955,0.960,0.958,0.970,0.992,0.992
M01_01BO0314_BUS,0.982,0.888,0.981,0.989,0.989,0.980
M01_408O030K_BUS,0.972,0.944,0.972,0.954,0.932,0.967
M01_406C021C_BUS,0.971,0.840,0.971,0.912,0.987,0.987
M01_01PC021B_BUS,0.977,0.971,0.973,0.977,0.980,0.980
M01_019O030S_BUS,0.976,0.903,0.980,0.993,0.993,0.987
M01_01PO030C_BUS,0.964,0.820,0.964,0.979,0.990,0.990
M01_40AO0310_BUS,0.970,0.878,0.970,0.990,0.990,0.976
M01_018C021C_BUS,0.982,0.938,0.982,0.995,0.996,0.996
M01_405C021F_BUS,0.929,0.882,0.928,0.929,0.292,0.922
M01_029C0213_BUS,0.955,0.948,0.955,0.954,0.974,0.974
M01_20GC010C_BUS,0.975,0.835,0.975,0.976,0.993,0.993
M01_01MO030K_BUS,0.958,0.957,0.958,0.966,0.967,0.967
M01_020C020Y_BUS,0.970,0.964,0.970,0.923,0.513,0.923
M01_20BC0105_BUS,0.979,0.768,0.976,0.997,0.997,0.992
M01_406C021A_BUS,0.981,0.984,0.989,0.981,0.970,0.989
M01_208O010N_BUS,0.964,0.833,0.964,0.973,0.994,0.994
M01_01FO0305_BUS,0.983,0.975,0.982,0.986,0.986,0.983
M01_01IC020C_BUS,0.946,0.929,0.957,0.958,0.958,0.957
M01_013O030F_BUS,0.975,0.885,0.977,0.980,0.980,0.977
M01_01KO0317_BUS,0.967,0.967,0.956,0.971,0.974,0.974
M01_029C020S_BUS,0.970,0.961,0.961,0.975,0.981,0.981
M01_01RO031C_BUS,0.980,0.921,0.983,0.995,0.995,0.994
M01_01IO0301_BUS,0.981,0.981,0.966,0.980,0.974,0.974
M01_401O030A_BUS,0.982,0.982,0.978,0.968,0.706,0.946
M01_01KO0308_BUS,0.967,0.925,0.967,0.992,0.992,0.978
M01_01UO0313_BUS,0.949,0.932,0.968,0.970,0.974,0.974
M01_018O030X_BUS,0.977,0.817,0.979,0.986,0.988,0.988
M01_01JO030Z_BUS,0.980,0.988,0.988,0.983,0.987,0.987
M01_404C020S_BUS,0.985,0.984,0.984,0.985,0.985,0.984
M01_01PO030S_BUS,0.953,0.863,0.953,0.972,0.976,0.976
M01_01EO0313_BUS,0.973,0.902,0.980,0.994,0.994,0.982
M01_01FC0214_BUS,0.990,0.987,0.987,0.990,0.979,0.979
M01_01LC020L_BUS,0.963,0.949,0.976,0.967,0.967,0.976
M01_01FC020Y_BUS,0.978,0.897,0.983,0.979,0.979,0.983
M01_019C020D_BUS,0.976,0.898,0.979,0.980,0.980,0.979
M01_01UC0206_BUS,0.938,0.890,0.938,0.938,0.645,0.938
M01_204O010L_BUS,0.957,0.885,0.941,0.994,0.994,0.984
M01_20BC010D_BUS,0.977,0.758,0.977,0.983,0.992,0.992
M01_01LC0211_BUS,0.976,0.900,0.976,0.990,0.990,0.987
M01_018C0202_BUS,0.965,0.860,0.965,0.977,0.977,0.959
M01_40NO031D_BUS,0.985,0.980,0.986,0.979,0.985,0.986
M01_40FO0308_BUS,0.966,0.851,0.966,0.980,0.995,0.995
M01_406C0218_BUS,0.967,0.960,0.982,0.988,0.985,0.988
M01_40FC021B_BUS,0.986,0.966,0.979,0.986,0.978,0.979
M01_018C021B_BUS,0.982,0.964,0.982,0.970,0.205,0.969
M01_011C0217_BUS,0.982,0.879,0.974,0.992,0.992,0.991
M01_20TO010G_BUS,0.968,0.968,0.980,0.958,0.372,0.980
M01_01JC0212_BUS,0.975,0.959,0.975,0.973,0.944,0.944
M01_01MC020E_BUS,0.976,0.898,0.980,0.991,0.991,0.982
M01_015O0307_BUS,0.973,0.954,0.973,0.979,0.937,0.979
M01_40EO030O_BUS,0.961,0.924,0.960,0.966,0.982,0.982
M01_404O0301_BUS,0.979,0.979,0.978,0.971,0.470,0.963
M01_01DO0316_BUS,0.965,0.885,0.965,0.982,0.982,0.979
M01_401C020K_BUS,0.965,0.903,0.978,0.970,0.970,0.978
M01_01TO030F_BUS,0.981,0.901,0.981,0.993,0.993,0.992
M01_01KO030Z_BUS,0.963,0.807,0.956,0.995,0.995,0.986
M01_20QC010F_BUS,0.982,0.982,0.985,0.982,0.979,0.985
M01_020C020D_BUS,0.981,0.909,0.980,0.988,0.990,0.990
M01_40EO0318_BUS,0.986,0.878,0.984,0.993,0.993,0.984
M01_403C020W_BUS,0.971,0.971,0.971,0.956,0.892,0.971
M01_013C020I_BUS,0.958,0.962,0.958,0.988,0.990,0.990
M01_011C020S_BUS,0.966,0.951,0.966,0.928,0.536,0.933
M01_401C0217_BUS,0.964,0.851,0.962,0.991,0.991,0.984
M01_014C020I_CAF,0.943,0.925,0.964,0.986,0.986,0.974
M01_014C020S_CAF,0.972,0.862,0.972,0.993,0.993,0.992
M01_02BO0303_CAF,0.977,0.908,0.977,0.996,0.996,0.982
M01_40NC0208_CAF,0.963,0.901,0.963,0.994,0.994,0.987
M01_02EO030U_CAF,0.962,0.712,0.962,0.984,0.990,0.990
M01_01PC020W_CAF,0.970,0.885,0.970,0.991,0.991,0.989
M01_407C020U_CAF,0.974,0.905,0.974,0.993,0.993,0.972
M01_405C0211_CAF,0.939,0.818,0.939,0.987,0.987,0.956
M01_019C020M_CAF,0.938,0.901,0.938,0.980,0.987,0.987
M01_01UO0308_CAF,0.973,0.934,0.973,0.991,0.991,0.987
M01_016C0210_CAF,0.968,0.866,0.968,0.991,0.991,0.991
M01_40NO0302_CAF,0.937,0.861,0.937,0.983,0.983,0.981
M01_01YO030G_CAF,0.961,0.869,0.961,0.990,0.990,0.965
M01_409O030N_CAF,0.920,0.795,0.920,0.988,0.988,0.958
M01_40LO031A_CAF,0.974,0.821,0.974,0.994,0.994,0.981
M01_208C010F_CAF,0.954,0.831,0.954,0.982,0.982,0.977
M01_20BC0107_CAF,0.954,0.888,0.954,0.986,0.986,0.982
M01_016O0303_CAF,0.967,0.931,0.967,0.989,0.989,0.979
M01_01DO030U_CAF,0.956,0.881,0.956,0.994,0.994,0.993
M01_017O0318_CAF,0.972,0.774,0.972,0.986,0.990,0.990
M01_40MC0212_CAF,0.966,0.930,0.961,0.984,0.984,0.979
M01_407C020R_CAF,0.966,0.841,0.966,0.988,0.990,0.990
M01_018C020I_CAF,0.958,0.939,0.958,0.985,0.985,0.980
M01_407C020L_CAF,0.940,0.876,0.940,0.969,0.978,0.978
M01_204C010H_CAF,0.928,0.801,0.928,0.989,0.989,0.951
M01_01UC0205_CAF,0.920,0.895,0.912,0.980,0.980,0.976
M01_406O0304_CAF,0.924,0.847,0.924,0.983,0.984,0.984
M01_01KO030M_CAF,0.960,0.902,0.960,0.977,0.977,0.964
M01_40LO030X_CAF,0.965,0.907,0.965,0.986,0.986,0.983
M01_02BO030W_CAF,0.951,0.923,0.951,0.984,0.984,0.982
M01_404C020U_CAF,0.921,0.913,0.921,0.972,0.973,0.973
M01_407C0211_CAF,0.944,0.746,0.944,0.983,0.983,0.947
M01_021C021B_CAF,0.939,0.896,0.939,0.978,0.988,0.988
M01_20LO0105_CAF,0.962,0.885,0.962,0.991,0.991,0.991
M01_208C010G_CAF,0.945,0.829,0.945,0.993,0.993,0.991
M01_020C020T_CAF,0.973,0.812,0.973,0.991,0.991,0.990
M01_015C020T_CAF,0.955,0.865,0.955,0.993,0.993,0.960
M01_20HO010E_CAF,0.934,0.865,0.934,0.983,0.983,0.981
M01_01LO0304_CAF,0.985,0.847,0.985,0.994,0.994,0.992
M01_208C010M_CAF,0.965,0.866,0.965,0.992,0.992,0.988
M01_404C020Z_CAF,0.933,0.885,0.933,0.984,0.984,0.982
M01_405C0209_CAF,0.970,0.766,0.970,0.990,0.990,0.983
M01_017O030P_CAF,0.935,0.908,0.935,0.977,0.977,0.972
M01_017O0302_CAF,0.949,0.867,0.949,0.988,0.988,0.980
M01_018O030P_CAF,0.950,0.829,0.950,0.985,0.985,0.984
M01_40NO030Y_CAF,0.961,0.896,0.961,0.987,0.987,0.973
M01_019O030A_CAF,0.976,0.925,0.976,0.997,0.997,0.980
M01_026C020W_CAF,0.978,0.846,0.978,0.994,0.994,0.994
M01_011O030A_CAF,0.964,0.931,0.959,0.982,0.982,0.981
M01_01DO030I_CAF,0.946,0.802,0.946,0.987,0.988,0.988
M01_024O030Z_CAF,0.983,0.784,0.983,0.989,0.991,0.991
M01_01YO031A_CAF,0.972,0.917,0.972,0.994,0.994,0.977
M01_20IO0105_CAF,0.979,0.865,0.979,0.994,0.994,0.994
M01_408C0214_CAF,0.915,0.841,0.923,0.974,0.974,0.938
M01_20IC0103_CAF,0.962,0.801,0.962,0.990,0.992,0.992
M01_017O0301_CAF,0.970,0.875,0.970,0.995,0.995,0.972
M01_01BC0213_CAF,0.938,0.873,0.938,0.979,0.983,0.983
M01_40PO0301_CAF,0.948,0.818,0.948,0.990,0.990,0.951
M01_027O0310_CAF,0.929,0.848,0.929,0.984,0.984,0.981
M01_408C020T_CAF,0.943,0.920,0.938,0.976,0.976,0.964
M01_40GC020A_CAF,0.963,0.896,0.963,0.994,0.994,0.967
M01_401O030T_CAF,0.930,0.817,0.930,0.976,0.976,0.974
M01_01UO0310_CAF,0.940,0.721,0.940,0.976,0.983,0.983
M01_01BO0308_CAF,0.964,0.793,0.964,0.990,0.995,0.995
M01_404C020V_CAF,0.960,0.758,0.960,0.984,0.984,0.966
M01_209O0103_CAF,0.933,0.818,0.933,0.985,0.985,0.942
M01_20BO010C_CAF,0.949,0.816,0.949,0.987,0.987,0.930
M01_206O010D_CAF,0.961,0.859,0.961,0.992,0.992,0.987
M01_40EO030E_CAF,0.968,0.747,0.968,0.994,0.995,0.995
M01_20IO010J_CAF,0.956,0.903,0.956,0.989,0.989,0.983
M01_01FC020V_CAF,0.964,0.876,0.964,0.988,0.988,0.984
M01_017O030Z_CAF,0.972,0.936,0.972,0.995,0.995,0.975
M01_20PO010D_CAF,0.978,0.819,0.978,0.988,0.988,0.981
M01_20DO010B_CAF,0.977,0.875,0.977,0.994,0.994,0.992
M01_020O0309_CAF,0.951,0.925,0.951,0.978,0.978,0.956
M01_01MO0319_CAF,0.947,0.849,0.947,0.988,0.988,0.967
M01_40JO0308_CAF,0.950,0.871,0.950,0.983,0.989,0.989
M01_40KC0212_CAF,0.967,0.905,0.967,0.984,0.984,0.982
M01_20HC010O_CAF,0.984,0.942,0.984,0.993,0.993,0.983
M01_018O0313_CAF,0.978,0.906,0.978,0.992,0.992,0.991
M01_021C020A_CAF,0.928,0.864,0.928,0.980,0.985,0.985
M01_407O030G_CAF,0.969,0.899,0.969,0.989,0.989,0.973
M01_028O030F_CAF,0.969,0.934,0.969,0.985,0.985,0.983
M01_01UC0203_CAF,0.988,0.905,0.988,0.992,0.993,0.993
M01_404C020D_CAF,0.969,0.950,0.972,0.988,0.988,0.986
M01_01LO030Z_CAF,0.925,0.902,0.925,0.965,0.968,0.968
M01_20MO0107_CAF,0.943,0.884,0.943,0.987,0.987,0.978
M01_01FC020X_CAF,0.969,0.904,0.969,0.995,0.995,0.974
M01_01EC020G_CAF,0.954,0.907,0.954,0.980,0.983,0.983
M01_20CO010L_CAF,0.940,0.897,0.940,0.963,0.963,0.960
M01_01EC0204_CAF,0.941,0.836,0.941,0.993,0.993,0.992
M01_02CC020C_CAF,0.967,0.913,0.967,0.992,0.992,0.986
M01_028C020I_CAF,0.948,0.905,0.948,0.983,0.985,0.985
M01_40NO030Q_CAF,0.970,0.894,0.970,0.989,0.989,0.984
M01_021O0318_CAF,0.955,0.929,0.955,0.984,0.984,0.980
M01_01KO030W_CAF,0.968,0.821,0.968,0.992,0.992,0.990
M01_01GC0202_CAF,0.958,0.860,0.958,0.989,0.989,0.989
M01_40NC021A_CAF,0.971,0.742,0.971,0.989,0.989,0.988
M01_01DO030Z_CAF,0.949,0.812,0.949,0.985,0.985,0.953
M01_20PC010F_CAF,0.955,0.896,0.955,0.986,0.986,0.980
M01_01RC020N_PED,0.914,0.748,0.914,0.967,0.976,0.976
M01_01DC020K_PED,0.907,0.829,0.907,0.963,0.963,0.961
M01_405O031F_PED,0.924,0.924,0.926,0.985,0.985,0.978
M01_026O030Y_PED,0.931,0.857,0.931,0.981,0.981,0.946
M01_01IC0214_PED,0.976,0.804,0.976,0.991,0.991,0.986
M01_40KC0202_PED,0.892,0.839,0.892,0.976,0.976,0.928
M01_20TO010H_PED,0.954,0.864,0.950,0.960,0.960,0.950
M01_02CO031A_PED,0.947,0.840,0.947,0.980,0.980,0.962
M01_40FC020K_PED,0.903,0.878,0.903,0.954,0.981,0.981
M01_027C0208_PED,0.941,0.780,0.941,0.987,0.987,0.979
M01_408C020Z_PED,0.848,0.835,0.821,0.937,0.937,0.937
M01_01MO031E_PED,0.891,0.907,0.930,0.980,0.980,0.974
M01_011O030D_PED,0.958,0.905,0.958,0.985,0.985,0.982
M01_40EO0313_PED,0.900,0.900,0.897,0.937,0.949,0.949
M01_204C010B_PED,0.935,0.796,0.935,0.982,0.982,0.913
M01_01FO030E_PED,0.954,0.888,0.954,0.954,0.954,0.932
M01_404C020E_PED,0.967,0.770,0.967,0.988,0.988,0.971
M01_209O010J_PED,0.922,0.902,0.922,0.962,0.964,0.964
M01_207C0106_PED,0.918,0.794,0.918,0.951,0.951,0.940
M01_01YC021E_PED,0.948,0.841,0.948,0.988,0.988,0.950
M01_018C020P_PED,0.888,0.867,0.888,0.975,0.975,0.973
M01_01LO0310_PED,0.970,0.794,0.970,0.985,0.985,0.980
M01_01FC0215_PED,0.946,0.924,0.954,0.987,0.987,0.979
M01_20MO0103_PED,0.961,0.824,0.961,0.981,0.981,0.979
M01_011O0304_PED,0.908,0.854,0.908,0.985,0.985,0.953
M01_405C020K_PED,0.954,0.840,0.954,0.988,0.988,0.982
M01_40EO031A_PED,0.919,0.840,0.919,0.973,0.974,0.974
M01_019O030X_PED,0.937,0.744,0.937,0.980,0.980,0.954
M01_20BO010A_PED,0.856,0.508,0.853,0.977,0.977,0.967
M01_40MO031B_PED,0.907,0.792,0.907,0.970,0.973,0.973
M01_01JO0308_PED,0.970,0.910,0.970,0.988,0.988,0.985
M01_40MC0216_PED,0.942,0.712,0.942,0.982,0.982,0.980
M01_404C0208_PED,0.917,0.874,0.917,0.962,0.977,0.977
M01_401C020U_PED,0.902,0.701,0.902,0.974,0.974,0.970
M01_01MC0216_PED,0.928,0.891,0.928,0.985,0.985,0.968
M01_40EC020S_PED,0.903,0.729,0.903,0.977,0.977,0.970
M01_017C020X_PED,0.890,0.917,0.914,0.970,0.970,0.966
M01_20AO010Q_PED,0.967,0.924,0.976,0.977,0.977,0.976
M01_40AO0309_PED,0.949,0.914,0.949,0.978,0.979,0.979
M01_020O030B_PED,0.938,0.781,0.938,0.973,0.973,0.973
M01_015C020D_PED,0.959,0.908,0.963,0.969,0.969,0.963
M01_026C020O_PED,0.934,0.700,0.934,0.976,0.976,0.972
M01_01RO030C_PED,0.952,0.874,0.959,0.968,0.968,0.967
M01_20RC010B_PED,0.928,0.924,0.948,0.963,0.974,0.974
M01_20BO0101_PED,0.970,0.918,0.975,0.984,0.984,0.984
M01_40NC0218_PED,0.920,0.836,0.920,0.987,0.987,0.962
M01_20EC010O_PED,0.929,0.875,0.929,0.978,0.978,0.969
M01_405C020U_PED,0.904,0.815,0.899,0.991,0.991,0.947
M01_407C020M_PED,0.956,0.919,0.956,0.991,0.991,0.987
M01_01FO0311_PED,0.938,0.781,0.938,0.974,0.974,0.970
M01_018C021G_PED,0.936,0.894,0.945,0.957,0.959,0.959
M01_408C0209_PED,0.907,0.810,0.907,0.981,0.981,0.955
M01_01BC020X_PED,0.936,0.894,0.944,0.979,0.979,0.971
M01_01MO0317_PED,0.871,0.882,0.871,0.954,0.957,0.957
M01_01KO0302_PED,0.934,0.873,0.940,0.966,0.976,0.976
M01_40EC020K_PED,0.920,0.793,0.920,0.984,0.984,0.960
M01_40JO030N_PED,0.927,0.619,0.927,0.982,0.982,0.978
M01_40JC020L_PED,0.895,0.891,0.895,0.957,0.964,0.964
M01_20FC010O_PED,0.952,0.923,0.952,0.977,0.977,0.976
M01_01BC020E_PED,0.939,0.727,0.939,0.972,0.984,0.984
M01_027O030U_PED,0.922,0.900,0.931,0.981,0.981,0.979
M01_017O030H_PED,0.919,0.912,0.920,0.942,0.952,0.952
M01_40GC0201_PED,0.947,0.919,0.947,0.971,0.980,0.980
